Processes,1000,100000,1000000,10000000
2,1.79191585008485,1.91794176518562,1.9281068986473,1.78004339327785
4,2.77388581275488,3.24689191705398,3.41777115502982,3.6972736656739
8,1.46267651495295,4.28968245495895,5.31668686419072,6.94886435047317
