processes,N,seq_time,par_time
16,1,9.5367431640625e-07,0.1589968204498291
16,10,2.6226043701171875e-05,0.19223427772521973
16,100,0.00018477439880371094,0.15445709228515625
16,1000,0.0014421939849853516,0.21756601333618164
16,10000,0.016803264617919922,0.22030305862426758
16,100000,0.18430495262145996,0.3195199966430664
16,1000000,1.7404789924621582,0.7658920288085938
16,10000000,19.35740876197815,5.890931844711304
