processes,N,seq_time,par_time
2,1,1.1920928955078125e-06,0.08531403541564941
2,10,3.2901763916015625e-05,0.07220935821533203
2,100,0.00015878677368164062,0.07074499130249023
2,1000,0.0014421939849853516,0.07070422172546387
2,10000,0.015427827835083008,0.0801999568939209
2,100000,0.16441988945007324,0.15784406661987305
2,1000000,1.7662229537963867,0.9934749603271484
2,10000000,19.618938207626343,10.249666213989258
