processes,N,seq_time,par_time
4,1,0.0,0.10629105567932129
4,10,3.0994415283203125e-05,0.07826423645019531
4,100,0.00016379356384277344,0.07705903053283691
4,1000,0.0014357566833496094,0.07905316352844238
4,10000,0.016028881072998047,0.0850679874420166
4,100000,0.16109299659729004,0.12765288352966309
4,1000000,1.7224419116973877,0.6076788902282715
4,10000000,19.0297269821167,6.073554039001465
