Processes,Sequential (sec),Parallel (sec)
2,19.1767481168111,10.32961265246070000
4,19.051630338033,6.12055206298828000
8,19.0191863377889,5.44779626528422000
16,19.1572391986847,5.79862300554911000
32,19.1857340335846,6.31074174245199000
