run,processes,N,seq_time,par_time,speedup
3,16,1000000,1.7224328517913800,0.756638765335083,2.27642691691667
3,16,10000000,18.97658395767210,5.712843894958500,3.32174032873866
1,32,1,9.5367431640625E-07,0.2685270309448240,0.0000035515021078165
1,32,10,2.52723693847656E-05,0.3898129463195800,0.0000648320421970967
1,32,100,0.00016927719116210900,0.5195131301879880,0.000325838138298555
1,32,1000,0.0015301704406738300,0.404102087020874,0.00378659375890526
1,32,10000,0.022653818130493200,0.5345871448516850,0.04237628672642
1,32,100000,0.1975109577178960,0.5955979824066160,0.3316179093149700
1,32,1000000,1.7783420085907000,1.1205880641937300,1.5869721134949200
1,32,10000000,19.258114099502600,6.250131130218510,3.081233609066590
2,32,1,2.14576721191406E-06,0.4943099021911620,0.00000434093511459586
2,32,10,2.19345092773438E-05,0.3240678310394290,0.0000676849325247437
2,32,100,0.00017404556274414100,0.445544958114624,0.000390635242469436
2,32,1000,0.0014510154724121100,0.3424093723297120,0.0042376628377301
2,32,10000,0.01610112190246580,0.49448084831237800,0.03256166939006350
2,32,100000,0.16302800178527800,0.536949872970581,0.303618661614266
2,32,1000000,1.7605409622192400,1.2171471118927000,1.4464487858674300
2,32,10000000,19.36651301383970,6.406219005584720,3.02308007218558
3,32,1,1.19209289550781E-06,0.31277894973754900,0.00000381129515431933
3,32,10,2.78949737548828E-05,0.27493977546691900,0.000101458487436057
3,32,100,0.00015401840209960900,0.5513601303100590,0.00027934265398007
3,32,1000,0.0014531612396240200,0.4185161590576170,0.00347217474922865
3,32,10000,0.015705108642578100,0.4076099395751950,0.0385297489529959
3,32,100000,0.16113996505737300,0.4675610065460210,0.344639443412423
3,32,1000000,1.7141916751861600,1.0369758605957000,1.6530680610071600
3,32,10000000,18.9325749874115,6.275875091552730,3.01672272172762
