processes,N,seq_time,par_time
2,1,9.5367431640625e-07,0.0007832050323486328
2,10,0.000370025634765625,0.0001010894775390625
2,100,0.00015807151794433594,0.00014090538024902344
2,1000,0.0014667510986328125,0.0008089542388916016
2,10000,0.01616382598876953,0.008620738983154297
2,100000,0.16460704803466797,0.08591675758361816
2,1000000,1.8163933753967285,0.9619779586791992
2,10000000,19.647546768188477,10.201335906982422
