processes,N,seq_time,par_time
4,1,1.1920928955078125e-06,0.00040602684020996094
4,10,2.2649765014648438e-05,0.00015306472778320312
4,100,0.00015211105346679688,0.00018286705017089844
4,1000,0.0014731884002685547,0.0005440711975097656
4,10000,0.017309904098510742,0.004806041717529297
4,100000,0.17834210395812988,0.05215001106262207
4,1000000,2.0417778491973877,0.5946197509765625
4,10000000,31.651229858398438,7.500882863998413
