processes,N,seq_time,par_time
8,1,1.1920928955078125e-06,0.0006783008575439453
8,10,0.0001251697540283203,0.0016071796417236328
8,100,0.00019407272338867188,0.0005481243133544922
8,1000,0.001850128173828125,0.0017070770263671875
8,10000,0.02119898796081543,0.01155710220336914
8,100000,0.3373539447784424,0.07382702827453613
8,1000000,3.395393133163452,0.6298840045928955
8,10000000,39.33964395523071,6.106427907943726
